voltage;INa, Ito, ICaL, IKr;IKs, IK1, INaCa, INaK;INab, ICab, IKb, IpCa;INalate,NA,NA,NA
;-87.67766571044922;-0.0026663318276405334,-1.2708174779163528e-7,-1.848019337558071e-7,-0.00004511199949774891;-2.8494424597624857e-9,-0.0012814885703846812,-0.053885433822870255,0.09531819075345993;-0.017241474241018295,-0.019465960562229156,-8.376083115990696e-8,0.00009867048356682062;-0.00009415445674676448,0,0,0
;-87.6777572631836;-0.002666306449100375,-1.286645812115239e-7,-1.8480348273897107e-7,-0.00004566732604871504;-2.84597967414868e-9,-0.0012974438723176718,-0.05387033894658089,0.09531810879707336;-0.01724148914217949,-0.019465981051325798,-8.480282787104443e-8,0.0000986592349363491;-0.00009416654211236164,0,0,0
;-87.67784881591797;-0.0026662799064069986,-1.3024744305312197e-7,-1.8480504593298974e-7,-0.00004622249980457127;-2.8425322096126138e-9,-0.001313399407081306,-0.05385526269674301,0.0953180342912674;-0.017241505905985832,-0.01946600340306759,-8.584476773876304e-8,0.00009864798630587757;-0.00009417864930583164,0,0,0
;-87.67794036865234;-0.002666253363713622,-1.3183033331642946e-7,-1.848065949161537e-7,-0.00004677752804127522;-2.8391000661542876e-9,-0.0013293554075062275,-0.05384013056755066,0.09531795233488083;-0.017241522669792175,-0.01946602202951908,-8.688673602819108e-8,0.00009863674495136365;-0.00009419077105121687,0,0,0
;-87.67803192138672;-0.00266622775234282,-1.3341325200144638e-7,-1.8480812968846294e-7,-0.00004733241439680569;-2.8356821335506766e-9,-0.0013453115243464708,-0.05382506176829338,0.09531784802675247;-0.01724153757095337,-0.019466042518615723,-8.792865457962762e-8,0.00009862551087280735;-0.00009420287824468687,0,0,0
;-87.6781234741211;-0.002666201675310731,-1.3499619910817273e-7,-1.848096786716269e-7,-0.00004788716250914149;-2.83228018815862e-9,-0.001361267757602036,-0.053810033947229385,0.09531781822443008;-0.017241552472114563,-0.019466063007712364,-8.89706157636283e-8,0.00009861427679425105;-0.0000942149490583688,0,0,0
;-87.67821502685547;-0.0026661748997867107,-1.3657917463660851e-7,-1.848111850222267e-7,-0.000048441754188388586;-2.8288931197550937e-9,-0.0013772239908576012,-0.05379491299390793,0.09531766176223755;-0.017241567373275757,-0.019466083496809006,-9.00124916825007e-8,0.00009860303543973714;-0.00009422702714800835,0,0,0
;-87.67830657958984;-0.0026661462616175413,-1.3816219279760844e-7,-1.8481271979453595e-7,-0.00004899621126241982;-2.8255207062954923e-9,-0.0013931803405284882,-0.053779855370521545,0.09531755745410919;-0.0172415841370821,-0.019466103985905647,-9.105437470680044e-8,0.00009859182318905368;-0.0000942391125136055,0,0,0
;-87.67839813232422;-0.0026661197189241648,-1.3974526780202723e-7,-1.8481421193428105e-7,-0.00004955051917931996;-2.822162725735211e-9,-0.0014091371558606625,-0.053764812648296356,0.09531752020120621;-0.017241600900888443,-0.01946612447500229,-9.209630036366434e-8,0.00009858058911049739;-0.00009425114694749936,0,0,0
;-87.67848205566406;-0.0026661003939807415,-1.4119655133981723e-7,-1.8481567565231671e-7,-0.00005005794810131192;-2.8188178458066204e-9,-0.0014237642753869295,-0.053749725222587585,0.09531741589307785;-0.017241613939404488,-0.019466139376163483,-9.305141190907307e-8,0.00009856937685981393;-0.00009426332690054551,0,0,0
;-87.67855834960938;-0.002666082698851824,-1.4251607183268789e-7,-1.8481722463548067e-7,-0.00005051853440818377;-2.8154856224205105e-9,-0.0014370618155226111,-0.053734734654426575,0.09531731903553009;-0.017241626977920532,-0.019466154277324677,-9.391960986704362e-8,0.00009855816460913047;-0.00009427564509678632,0,0,0
;-87.67863464355469;-0.0026660675648599863,-1.4383560653641325e-7,-1.8481880204035406e-7,-0.000050978993385797366;-2.812167165799906e-9,-0.0014503594720736146,-0.05371962487697601,0.09531724452972412;-0.017241640016436577,-0.01946617290377617,-9.478784335215096e-8,0.00009854695235844702;-0.0000942879487411119,0,0,0
;-87.67871856689453;-0.0026660452131181955,-1.452870321827504e-7,-1.848205215537746e-7,-0.00005148604032001458;-2.8088658066138805e-9,-0.0014649871736764908,-0.05370468646287918,0.09531714022159576;-0.01724165491759777,-0.01946619153022766,-9.574282699986725e-8,0.00009853574738372117;-0.00009430014324607328,0,0,0
;-87.6788101196289;-0.0026660191360861063,-1.4687024929571635e-7,-1.8482224106719514e-7,-0.00005203966429689899;-2.8055813228178295e-9,-0.001480944687500596,-0.053689636290073395,0.0953170657157898;-0.017241671681404114,-0.019466212019324303,-9.678470291873964e-8,0.00009852454968495294;-0.00009431218495592475,0,0,0
;-87.67888641357422;-0.002666003070771694,-1.4818989768627944e-7,-1.8482387531548738e-7,-0.00005249974856269546;-2.802306608984395e-9,-0.0014942429261282086,-0.05367463082075119,0.09531699120998383;-0.01724168471992016,-0.019466228783130646,-9.76529150875649e-8,0.00009851335198618472;-0.00009432446677237749,0,0,0
;-87.67896270751953;-0.002665985142812133,-1.495096171311161e-7,-1.8482559482890792e-7,-0.00005295971277519129;-2.7990465500948858e-9,-0.0015075409319251776,-0.05365961790084839,0.09531686455011368;-0.017241699621081352,-0.01946624554693699,-9.85210562021166e-8,0.00009850215428741649;-0.00009433674858883023,0,0,0
;-87.67903900146484;-0.002665969543159008,-1.5082935078680748e-7,-1.8482738539660204e-7,-0.00005341954965842888;-2.795800257970882e-9,-0.0015208397526293993,-0.053644657135009766,0.09531683474779129;-0.017241710796952248,-0.019466262310743332,-9.93892612655145e-8,0.00009849098569247872;-0.00009434902312932536,0,0,0
;-87.67913055419922;-0.002665943466126919,-1.5241275264088472e-7,-1.8482927544027916e-7,-0.000053972624300513417;-2.7925732837275064e-9,-0.0015367977321147919,-0.05362963303923607,0.09531673789024353;-0.017241723835468292,-0.019466284662485123,-1.0043103770840389e-7,0.00009847978799371049;-0.00009436105756321922,0,0,0
;-87.6792221069336;-0.002665917156264186,-1.539961829166714e-7,-1.8483102337540913e-7,-0.0000545255679753609;-2.7893600762496362e-9,-0.0015527561772614717,-0.053614675998687744,0.09531662613153458;-0.017241740599274635,-0.019466305151581764,-1.0147287099471214e-7,0.0000984686121228151;-0.00009437301196157932,0,0,0
;-87.67931365966797;-0.002665890147909522,-1.5557964161416749e-7,-1.8483272867797496e-7,-0.00005507836249307729;-2.7861608575818764e-9,-0.0015687147388234735,-0.053599677979946136,0.09531658887863159;-0.01724175736308098,-0.019466325640678406,-1.0251464033217417e-7,0.0000984574289759621;-0.00009438501729164273,0,0,0
;-87.67939758300781;-0.0026658684946596622,-1.5703128042332537e-7,-1.8483439134797663e-7,-0.00005558434349950403;-2.7829736293227825e-9,-0.0015833437209948897,-0.0535847507417202,0.09531643986701965;-0.017241770401597023,-0.019466344267129898,-1.0346967371788196e-7,0.00009844626765698195;-0.00009439713903702796,0,0,0
;-87.67947387695312;-0.002665851963683963,-1.583511561875639e-7,-1.8483601138541417e-7,-0.00005604356192634441;-2.7797977253385397e-9,-0.0015966426581144333,-0.05356981232762337,0.0953163430094719;-0.017241787165403366,-0.019466359168291092,-1.0433783614871572e-7,0.00009843509906204417;-0.00009440937719773501,0,0,0
;-87.6795654296875;-0.00266582565382123,-1.5993474278275244e-7,-1.8483778774225357e-7,-0.00005659593080054037;-2.776640251056506e-9,-0.0016126018017530441,-0.05355487018823624,0.09531629830598831;-0.01724180206656456,-0.019466381520032883,-1.0537955574818625e-7,0.0000984239304671064;-0.00009442136797588319,0,0,0
;-87.67964935302734;-0.002665802603587508,-1.6138649527874804e-7,-1.8483939356883639e-7,-0.00005710153345717117;-2.773494323093928e-9,-0.001627231016755104,-0.05353991687297821,0.09531621634960175;-0.017241815105080605,-0.019466396421194077,-1.0633448255248368e-7,0.00009841277642408386;-0.00009443347516935319,0,0,0
;-87.67972564697266;-0.0026657863054424524,-1.6270645630811487e-7,-1.8484104202798335e-7,-0.00005756036262027919;-2.770360385540016e-9,-0.0016405306523665786,-0.05352496728301048,0.09531615674495697;-0.0172418300062418,-0.01946641318500042,-1.0720256682361651e-7,0.00009840162238106132;-0.0000944456915021874,0,0,0
;-87.67980194091797;-0.0026657681446522474,-1.6402644575919112e-7,-1.848427615414039e-7,-0.000058019079006044194;-2.7672397706623997e-9,-0.0016538301715627313,-0.05351002514362335,0.09531603753566742;-0.017241841182112694,-0.019466429948806763,-1.0807069372731348e-7,0.00009839047561399639;-0.00009445790783502162,0,0,0
;-87.67988586425781;-0.0026657464914023876,-1.6547834036373388e-7,-1.8484459474166215e-7,-0.00005852428512298502;-2.764135365040943e-9,-0.0016684600850567222,-0.053495097905397415,0.09531594812870026;-0.017241856083273888,-0.019466448575258255,-1.0902566316417506e-7,0.00009837932157097384;-0.000094470007752534,0,0,0
;-87.67997741699219;-0.0026657183188945055,-1.6706204064576013e-7,-1.848463284659374e-7,-0.00005907599188503809;-2.761045836408016e-9,-0.0016844200436025858,-0.05348018556833267,0.09531581401824951;-0.01724187284708023,-0.019466470927000046,-1.1006735434193615e-7,0.00009836818207986653;-0.00009448190394323319,0,0,0
;-87.6800537109375;-0.0026657020207494497,-1.683821295728194e-7,-1.8484799113593908e-7,-0.00005953432628302835;-2.7579662997823107e-9,-0.001697719912044704,-0.05346529930830002,0.09531581401824951;-0.017241885885596275,-0.01946648582816124,-1.1093547414020577e-7,0.00009835704258875921;-0.00009449408389627934,0,0,0
;-87.68013000488281;-0.002665686421096325,-1.697022611324428e-7,-1.8484972486021434e-7,-0.000059992547903675586;-2.754899419699086e-9,-0.0017110203625634313,-0.05345038324594498,0.09531570971012115;-0.01724189892411232,-0.019466502591967583,-1.1180357972762067e-7,0.00009834591037360951;-0.000094506329332944,0,0,0
;-87.68020629882812;-0.0026656677946448326,-1.7102244953548507e-7,-1.8485150121705374e-7,-0.00006045064947102219;-2.751845862292157e-9,-0.0017243206966668367,-0.05343549698591232,0.0953155905008316;-0.017241910099983215,-0.019466521218419075,-1.1267159294447993e-7,0.00009833476360654458;-0.00009451850928599015,0,0,0
;-87.6802978515625;-0.0026656403206288815,-1.726063061369132e-7,-1.8485330599560257e-7,-0.000061001799622317776;-2.748810068453622e-9,-0.0017402812372893095,-0.05342065542936325,0.09531551599502563;-0.01724192686378956,-0.019466541707515717,-1.137133054385231e-7,0.00009832366049522534;-0.00009453039092477411,0,0,0
;-87.68038177490234;-0.0026656179688870907,-1.740583428500031e-7,-1.8485499708731368e-7,-0.00006150624540168792;-2.745785820934543e-9,-0.001754912082105875,-0.05340578407049179,0.09531538933515549;-0.017241939902305603,-0.01946655847132206,-1.1466810434512809e-7,0.00009831254283199087;-0.00009454241808271036,0,0,0
;-87.68045806884766;-0.0026656019035726786,-1.7537860230731894e-7,-1.8485673081158893e-7,-0.00006196396861923859;-2.7427720095118957e-9,-0.0017682129982858896,-0.053390879184007645,0.09531538188457489;-0.017241956666111946,-0.019466575235128403,-1.1553615308912413e-7,0.00009830141061684117;-0.00009455458348384127,0,0,0
;-87.68053436279297;-0.0026655851397663355,-1.7669890439719893e-7,-1.8485846453586419e-7,-0.00006242159724934027;-2.739771298720939e-9,-0.0017815135652199388,-0.053376056253910065,0.09531531482934952;-0.01724197156727314,-0.019466593861579895,-1.164042302548296e-7,0.00009829030022956431;-0.00009456673433305696,0,0,0
;-87.68061828613281;-0.0026655627880245447,-1.7815105479712656e-7,-1.8486028352526773e-7,-0.00006292565376497805;-2.7367859090077218e-9,-0.001796144642867148,-0.0533611960709095,0.09531515836715698;-0.017241984605789185,-0.019466612488031387,-1.1735906468857138e-7,0.00009827918256632984;-0.00009457877604290843,0,0,0
;-87.68070983886719;-0.0026655353140085936,-1.7973509613966598e-7,-1.8486204567125242e-7,-0.00006347614544210956;-2.7338153962830347e-9,-0.0018121062312275171,-0.05334635451436043,0.09531508386135101;-0.01724199950695038,-0.01946663297712803,-1.1840074876090512e-7,0.00009826809400692582;-0.00009459067223360762,0,0,0
;-87.6807861328125;-0.0026655159890651703,-1.8105546928381955e-7,-1.848637083412541e-7,-0.00006393338117050007;-2.7308539873871496e-9,-0.0018254077294841409,-0.053331512957811356,0.09531500935554504;-0.017242012545466423,-0.019466647878289223,-1.192687903994738e-7,0.00009825698361964896;-0.00009460280125495046,0,0,0
;-87.68086242675781;-0.002665500156581402,-1.8237588506053726e-7,-1.8486545627638407e-7,-0.00006439050775952637;-2.7279045688999304e-9,-0.0018387092277407646,-0.0533166229724884,0.09531492739915848;-0.017242025583982468,-0.019466666504740715,-1.2013673256205948e-7,0.0000982458732323721;-0.00009461493755225092,0,0,0
;-87.68093872070312;-0.0026654840912669897,-1.836963292589644e-7,-1.848671757898046e-7,-0.00006484751793323085;-2.7249691392228215e-9,-0.0018520108424127102,-0.053301870822906494,0.09531481564044952;-0.01724204048514366,-0.01946668140590191,-1.2100477420062816e-7,0.00009823479922488332;-0.00009462705929763615,0,0,0
;-87.6810302734375;-0.002665457082912326,-1.8528048428834154e-7,-1.8486896635749872e-7,-0.00006539748574141413;-2.722049918801872e-9,-0.0018679724307730794,-0.05328701436519623,0.09531475603580475;-0.017242055386304855,-0.0194667037576437,-1.2204631616441475e-7,0.0000982237106654793;-0.00009463894093642011,0,0,0
;-87.68111419677734;-0.0026654337998479605,-1.8673281942938047e-7,-1.8487065744920983e-7,-0.00006590077100554481;-2.719141134477354e-9,-0.0018826044397428632,-0.05327219516038895,0.09531465917825699;-0.01724207028746605,-0.019466722384095192,-1.2300110086016502e-7,0.00009821261483011767;-0.00009465090988669544,0,0,0
;-87.68119049072266;-0.0026654177345335484,-1.8805336310379062e-7,-1.8487234854092094e-7,-0.00006635739555349573;-2.7162427862492677e-9,-0.0018959066364914179,-0.053257428109645844,0.09531455487012863;-0.017242083325982094,-0.019466739147901535,-1.2386911407702428e-7,0.00009820152627071366;-0.00009466302435612306,0,0,0
;-87.68126678466797;-0.002665399108082056,-1.8937390677820076e-7,-1.8487405384348676e-7,-0.00006681392551399767;-2.713357538652872e-9,-0.0019092088332399726,-0.053242672234773636,0.09531454741954803;-0.01724209450185299,-0.01946675404906273,-1.247370136070458e-7,0.00009819045953918248;-0.00009467510972172022,0,0,0
;-87.68135070800781;-0.002665376290678978,-1.9082636981693213e-7,-1.8487578756776202e-7,-0.0000673168251523748;-2.7104860578219814e-9,-0.0019238414242863655,-0.05322783812880516,0.0953144058585167;-0.017242109403014183,-0.01946677267551422,-1.2569185514621495e-7,0.0000981793855316937;-0.00009468710049986839,0,0,0
;-87.68144226074219;-0.002665348816663027,-1.9241069537656585e-7,-1.8487749287032784e-7,-0.00006786611629649997;-2.707629231935016e-9,-0.0019398044096305966,-0.05321306362748146,0.09531432390213013;-0.017242126166820526,-0.019466793164610863,-1.2673338289914682e-7,0.00009816831152420491;-0.00009469887299928814,0,0,0
;-87.6815185546875;-0.0026653320528566837,-1.937313243161043e-7,-1.8487911290776537e-7,-0.00006832225335529074;-2.7047808437430376e-9,-0.0019531067227944732,-0.05319833755493164,0.09531425684690475;-0.01724213920533657,-0.019466809928417206,-1.2760135348344193e-7,0.00009815724479267374;-0.00009471099474467337,0,0,0
;-87.68159484863281;-0.0026653145905584097,-1.950520100990616e-7,-1.848808182103312e-7,-0.0000687782812747173;-2.70194511209354e-9,-0.0019664091523736715,-0.053183529525995255,0.09531418234109879;-0.017242150381207466,-0.01946682669222355,-1.2846933827859175e-7,0.00009814619261305779;-0.0000947230655583553,0,0,0
;-87.68167114257812;-0.0026652957312762737,-1.963726958820189e-7,-1.848824950911876e-7,-0.00006923420005477965;-2.6991213708527084e-9,-0.001979712164029479,-0.05316882207989693,0.09531404078006744;-0.01724216714501381,-0.019466843456029892,-1.2933728044117743e-7,0.00009813513315748423;-0.00009473512909607962,0,0,0
;-87.6817626953125;-0.0026652682572603226,-1.9795716355019977e-7,-1.8488421460460813e-7,-0.00006978296732995659;-2.6963136168234314e-9,-0.0019956757314503193,-0.053154006600379944,0.09531401842832565;-0.017242180183529854,-0.019466862082481384,-1.3037876556154515e-7,0.00009812407370191067;-0.00009474689431954175,0,0,0
;-87.68184661865234;-0.002665243810042739,-1.9940976869747828e-7,-1.848858630637551e-7,-0.00007028512482065707;-2.693515854801376e-9,-0.0020103093702346087,-0.05313926935195923,0.09531393647193909;-0.0172421932220459,-0.019466880708932877,-1.3133336551618413e-7,0.00009811302879825234;-0.00009475880506215617,0,0,0
;-87.68192291259766;-0.002665228210389614,-2.007305539564186e-7,-1.8488751152290206e-7,-0.0000707406725268811;-2.690728306831147e-9,-0.00202361261472106,-0.053124599158763885,0.09531380236148834;-0.017242206260561943,-0.01946689933538437,-1.322013076787698e-7,0.0000981019766186364;-0.00009477084677200764,0,0,0
;-87.68199920654297;-0.0026652105152606964,-2.0205136763706832e-7,-1.8488915998204902e-7,-0.00007119613292161375;-2.6879523051803744e-9,-0.002036915859207511,-0.053109824657440186,0.09531373530626297;-0.017242223024368286,-0.019466916099190712,-1.3306923563050077e-7,0.0000980909462668933;-0.0000947828812059015,0,0,0
;-87.68208312988281;-0.0026651874650269747,-2.0350410068203928e-7,-1.8489086528461485e-7,-0.00007169790478656068;-2.6851911805181317e-9,-0.002051549730822444,-0.05309514328837395,0.095313660800457;-0.01724223606288433,-0.019466934725642204,-1.3402400611539633e-7,0.00009807990136323497;-0.00009479480650043115,0,0,0
;-87.68217468261719;-0.0026651592925190926,-2.0508872466962202e-7,-1.848924995329071e-7,-0.00007224599539767951;-2.6824436005767893e-9,-0.002067513996735215,-0.053080443292856216,0.09531357139348984;-0.017242252826690674,-0.019466955214738846,-1.350654343923452e-7,0.00009806887828744948;-0.00009480657172389328,0,0,0
;-87.6822509765625;-0.0026651404332369566,-2.0640962361540005e-7,-1.848940911486352e-7,-0.00007270104106282815;-2.6797035701520144e-9,-0.0020808179397135973,-0.0530657134950161,0.09531351178884506;-0.01724226586520672,-0.01946697197854519,-1.3593333392236673e-7,0.00009805784793570638;-0.00009481857705395669,0,0,0
;-87.68232727050781;-0.00266512343659997,-2.077305367720328e-7,-1.8489575381863688e-7,-0.00007315599941648543;-2.6769759742251154e-9,-0.0020941218826919794,-0.05305105820298195,0.09531340003013611;-0.017242278903722763,-0.019466988742351532,-1.3680116239811468e-7,0.00009804681758396327;-0.00009483059693593532,0,0,0
;-87.68240356445312;-0.002665106439962983,-2.090515067720844e-7,-1.8489740227778384e-7,-0.00007361083407886326;-2.6742594805284625e-9,-0.0021074258256703615,-0.053036365658044815,0.09531331807374954;-0.017242291942238808,-0.019467007368803024,-1.376690477172815e-7,0.00009803579450817779;-0.00009484260226599872,0,0,0
;-87.6824951171875;-0.0026650785002857447,-2.1063625865735958e-7,-1.848990365260761e-7,-0.0000741584153729491;-2.6715589740433643e-9,-0.0021233910229057074,-0.053021617233753204,0.09531322121620178;-0.01724230870604515,-0.019467024132609367,-1.387105186267945e-7,0.00009802478598430753;-0.00009485437476541847,0,0,0
;-87.68257904052734;-0.002665054751560092,-2.1208911960002297e-7,-1.8490061393094948e-7,-0.00007465943053830415;-2.6688682375208828e-9,-0.0021380255930125713,-0.05300698056817055,0.09531315416097641;-0.017242321744561195,-0.01946704275906086,-1.3966506173801463e-7,0.00009801377018447965;-0.00009486622730037197,0,0,0
;-87.68265533447266;-0.002665037987753749,-2.1341017486520286e-7,-1.8490220554667758e-7,-0.00007511388685088605;-2.666186826871808e-9,-0.0021513300016522408,-0.05299230292439461,0.09531304240226746;-0.01724233664572239,-0.019467059522867203,-1.4053293284632673e-7,0.0000980027616606094;-0.00009487821807852015,0,0,0
;-87.68273162841797;-0.0026650188956409693,-2.1473128697380162e-7,-1.8490379716240568e-7,-0.00007556825585197657;-2.6635165184529797e-9,-0.0021646348759531975,-0.05297764763236046,0.09531290829181671;-0.017242347821593285,-0.019467074424028397,-1.4140070447865583e-7,0.00009799175313673913;-0.0000948901943047531,0,0,0
;-87.68281555175781;-0.0026649958454072475,-2.1618424739244801e-7,-1.8490543141069793e-7,-0.00007606889266753569;-2.6608599767996566e-9,-0.0021792701445519924,-0.0529630072414875,0.09531287848949432;-0.01724236272275448,-0.01946709305047989,-1.423553896984231e-7,0.00009798076644074172;-0.00009490206866757944,0,0,0
;-87.68290710449219;-0.0026649669744074345,-2.177691840188345e-7,-1.8490702302642603e-7,-0.00007661580457352102;-2.658216313733419e-9,-0.0021952360402792692,-0.05294833704829216,0.09531278163194656;-0.01724237948656082,-0.01946711353957653,-1.4339683218622667e-7,0.00009796976519282907;-0.00009491373930359259,0,0,0
;-87.6829833984375;-0.002664950443431735,-2.1909031033828796e-7,-1.8490854358788056e-7,-0.00007706978794885799;-2.655580644272959e-9,-0.0022085411474108696,-0.05293368548154831,0.0953126847743988;-0.017242392525076866,-0.019467130303382874,-1.4426458960770105e-7,0.00009795878577278927;-0.00009492573735769838,0,0,0
;-87.68305969238281;-0.0026649334467947483,-2.204114935011603e-7,-1.8491014941446338e-7,-0.00007752367673674598;-2.6529558549981402e-9,-0.0022218464873731136,-0.05291907861828804,0.09531261771917343;-0.01724240556359291,-0.019467147067189217,-1.451324038725943e-7,0.00009794779180083424;-0.00009493769175605848,0,0,0
;-87.68313598632812;-0.002664914121851325,-2.2173270508574205e-7,-1.8491172681933676e-7,-0.00007797743455739692;-2.6503423899981726e-9,-0.002235151594504714,-0.05290449038147926,0.09531255066394806;-0.017242416739463806,-0.01946716383099556,-1.4600023234834225e-7,0.00009793681238079444;-0.00009494963160250336,0,0,0
;-87.6832275390625;-0.002664885949343443,-2.2331775539896626e-7,-1.84913361067629e-7,-0.00007852383714634925;-2.6477444681205498e-9,-0.0022511181887239218,-0.052889905869960785,0.09531250596046448;-0.01724243350327015,-0.0194671843200922,-1.470415469384534e-7,0.00009792582568479702;-0.00009496128768660128,0,0,0
;-87.68331146240234;-0.0026648622006177902,-2.2477088634786924e-7,-1.8491489583993825e-7,-0.0000790237172623165;-2.645155205982519e-9,-0.002265753922984004,-0.05287526547908783,0.09531235694885254;-0.017242450267076492,-0.019467202946543694,-1.479960900496735e-7,0.00009791485354071483;-0.00009497306746197864,0,0,0
;-87.68338775634766;-0.002664845436811447,-2.260921831975793e-7,-1.8491641640139278e-7,-0.00007947711856104434;-2.6425754917625e-9,-0.002279059961438179,-0.05286064371466637,0.09531228989362717;-0.017242463305592537,-0.019467219710350037,-1.4886380483858375e-7,0.00009790388139663264;-0.0000949850000324659,0,0,0
;-87.68346405029297;-0.002664827508851886,-2.2741355110156292e-7,-1.8491796538455674e-7,-0.00007993041799636558;-2.6400062136389124e-9,-0.0022923655342310667,-0.052846040576696396,0.09531223773956299;-0.017242470756173134,-0.01946723833680153,-1.4973159068176756e-7,0.00009789291652850807;-0.00009499692532699555,0,0,0
;-87.68354797363281;-0.0026648046914488077,-2.2886683836986776e-7,-1.8491957121113956e-7,-0.00008042994886636734;-2.6374500361470155e-9,-0.0023070021998137236,-0.05283147469162941,0.09531211107969284;-0.017242489382624626,-0.019467255100607872,-1.5068621905811597e-7,0.00009788195166038349;-0.00009500872693024576,0,0,0
;-87.68363952636719;-0.002664775587618351,-2.304520023699297e-7,-1.849211201943035e-7,-0.00008097568934317678;-2.634906959286809e-9,-0.002322969725355506,-0.05281691998243332,0.09531203657388687;-0.01724250614643097,-0.019467275589704514,-1.5172746259395353e-7,0.00009787099406821653;-0.00009502039756625891,0,0,0
;-87.6837158203125;-0.0026647557970136404,-2.317734555390416e-7,-1.8492258391233918e-7,-0.00008142859587678686;-2.6323705437647504e-9,-0.0023362759966403246,-0.05280234292149544,0.09531193971633911;-0.017242517322301865,-0.019467292353510857,-1.5259524843713734e-7,0.00009786003647604957;-0.0000950322937569581,0,0,0
;-87.68379211425781;-0.0026647383347153664,-2.330948944972988e-7,-1.8492411868464842e-7,-0.00008188140054699033;-2.629845452517543e-9,-0.002349581802263856,-0.05278775095939636,0.09531185775995255;-0.01724253222346306,-0.0194673091173172,-1.5346300585861172e-7,0.00009784909343579784;-0.00009504418267169967,0,0,0
;-87.68386840820312;-0.002664721105247736,-2.3441637608812016e-7,-1.8492566766781238e-7,-0.0000823340960778296;-2.627330353277557e-9,-0.0023628887720406055,-0.05277324840426445,0.09531179070472717;-0.0172425489872694,-0.019467325881123543,-1.543306638041031e-7,0.00009783813584363088;-0.00009505606431048363,0,0,0
;-87.6839599609375;-0.0026646917685866356,-2.3600168219672923e-7,-1.8492725928354048e-7,-0.0000828793054097332;-2.624831019204521e-9,-0.0023788567632436752,-0.05275867134332657,0.0953117087483406;-0.017242560163140297,-0.019467346370220184,-1.5537200681592367e-7,0.00009782720007933676;-0.00009506772767053917,0,0,0
;-87.68404388427734;-0.002664668019860983,-2.3745511157358123e-7,-1.8492872300157615e-7,-0.0000833780795801431;-2.6223392346480523e-9,-0.002393494127318263,-0.05274413898587227,0.09531156718730927;-0.01724257506430149,-0.019467364996671677,-1.563263651860325e-7,0.00009781625703908503;-0.00009507945651421323,0,0,0
;-87.68412017822266;-0.002664650324732065,-2.38776721062095e-7,-1.849301867196118e-7,-0.00008383039676118642;-2.6198565539203855e-9,-0.0024068015627563,-0.052729591727256775,0.09531152993440628;-0.017242586240172386,-0.01946738176047802,-1.5719409418579744e-7,0.00009780533582670614;-0.0000950913381529972,0,0,0
;-87.68419647216797;-0.0026646305341273546,-2.400983021288994e-7,-1.849316788593569e-7,-0.00008428263390669599;-2.6173843092891502e-9,-0.002420108299702406,-0.052715081721544266,0.09531141817569733;-0.01724260300397873,-0.019467396661639214,-1.580618231855624e-7,0.00009779440733836964;-0.00009510320523986593,0,0,0
;-87.68428039550781;-0.0026646072510629892,-2.4155181677087967e-7,-1.8493321363166615e-7,-0.00008478102972730994;-2.6149244991557907e-9,-0.0024347463622689247,-0.052700601518154144,0.09531135112047195;-0.017242616042494774,-0.019467415288090706,-1.5901628103165422e-7,0.00009778347885003313;-0.00009511494863545522,0,0,0
;-87.68437194824219;-0.0026645774487406015,-2.431372934097453e-7,-1.8493477682568482e-7,-0.00008532559149898589;-2.612477789654122e-9,-0.0024507150519639254,-0.05268608778715134,0.09531132876873016;-0.017242632806301117,-0.019467437639832497,-1.600575529892012e-7,0.00009777255763765424;-0.00009512654651189223,0,0,0
;-87.6844482421875;-0.002664559753611684,-2.4445895974167797e-7,-1.8493618370030163e-7,-0.00008577747939852998;-2.610036853312181e-9,-0.002464022720232606,-0.05267155170440674,0.09531117230653763;-0.017242643982172012,-0.01946745254099369,-1.60925139880419e-7,0.00009776163642527536;-0.0000951383844949305,0,0,0
;-87.68452453613281;-0.0026645429898053408,-2.4578065449532005e-7,-1.8493767584004672e-7,-0.00008622923633083701;-2.6076065751112765e-9,-0.0024773303885012865,-0.05265706777572632,0.09531109035015106;-0.017242657020688057,-0.019467471167445183,-1.6179284045847453e-7,0.00009775071521289647;-0.00009515022247796878,0,0,0
;-87.68460083007812;-0.002664522733539343,-2.471024345140904e-7,-1.849391395580824e-7,-0.00008668088412377983;-2.6051867330068035e-9,-0.002490638056769967,-0.05264256149530411,0.09531104564666748;-0.01724267192184925,-0.019467487931251526,-1.6266054103653005e-7,0.0000977398085524328;-0.00009516205318504944,0,0,0
;-87.6846923828125;-0.0026644933968782425,-2.486880248397938e-7,-1.8494066011953691e-7,-0.00008722493657842278;-2.6027811017570457e-9,-0.0025066076777875423,-0.052628081291913986,0.09531094133853912;-0.017242686823010445,-0.019467506557703018,-1.637016850963846e-7,0.00009772890189196914;-0.00009517358557786793,0,0,0
;-87.68477630615234;-0.0026644698809832335,-2.5014171001203067e-7,-1.84942052783299e-7,-0.00008772257569944486;-2.600383464113065e-9,-0.0025212462060153484,-0.05261358991265297,0.09531082212924957;-0.01724270172417164,-0.01946752518415451,-1.6465607188820286e-7,0.00009771799523150548;-0.0000951852707657963,0,0,0
